"Observed_Outcome","Cooks_Distance"
1,0.00171136350667901
2,0.000646233367514456
3,0.00125836432371444
4,4.19931201671358e-05
5,0.00122073991702961
6,4.72885939690031e-06
7,1.50948840008679e-05
8,0.000205705384620395
9,0.000132671285824185
10,9.19750830081775e-06
11,2.73248242324796e-05
12,1.89561662668005e-07
13,1.63332831189701e-06
14,8.47803274946169e-10
15,6.95717821083623e-05
16,0.0106428569507484
17,0.000324949960492979
18,0.00201989533180246
19,3.82745717739769e-05
20,3.90739689912003e-05
21,9.21465928683873e-06
22,1.17768326829366e-05
23,2.51118261019491e-08
24,4.66707077164817e-06
25,9.63242644899658e-08
26,1.58914673321957e-05
27,4.86474811058777e-07
28,1.86527074631447e-05
29,0.000145747335274117
30,2.7113765986693e-07
31,2.48337042970863e-06
32,2.03992088619484e-05
33,8.14628793360788e-05
34,1.77677710417715e-06
35,1.87637134045789e-06
36,3.92526334508136e-08
37,9.15110951731381e-06
38,0.000120623822279783
39,0.000150717813878825
40,8.59184812445884e-07
41,6.41133583360373e-08
42,9.02411667081133e-07
43,1.44830068222727e-05
44,0.000937807730906487
45,2.10706657252018e-08
46,5.36740967157132e-05
47,0.00024382274915639
48,1.39260425176025e-05
49,2.42326228631591e-06
50,7.22179496058444e-06
51,1.49343772667888e-05
52,6.2992733374248e-06
53,4.27750347460692e-05
54,0.000155689716234091
55,0.000104379382408175
56,0.00018274873231889
57,1.58706014366679e-08
58,1.35792517695884e-06
59,5.76269121401477e-06
60,1.74867561900155e-05
61,1.06543645910301e-05
62,6.73367892207714e-06
63,4.65278051700866e-06
64,3.06182764417434e-05
65,7.57284217889227e-08
66,2.88460238118991e-05
67,1.53848622535805e-08
68,4.27678845677964e-06
69,2.9715228204164e-05
70,6.32027661115773e-07
71,8.920901877448e-06
72,8.76968918567511e-06
73,1.26261757179092e-06
74,9.29611749132858e-06
75,1.35765220438805e-07
76,1.97835373372903e-09
77,2.80574961329234e-07
78,1.94067621279296e-06
79,1.8134674486093e-05
80,8.78965073629612e-06
81,4.40930683707417e-06
82,0.000777528587966807
83,1.03093041190626e-08
84,5.53131311456342e-06
85,3.05754933570656e-08
86,1.38123742618981e-06
87,3.85442184558294e-06
88,1.49326248019668e-05
89,2.45862219718595e-07
90,0.000872130651815997
91,1.21374464833702e-05
92,3.3780240213855e-05
93,4.87712197307655e-06
94,3.41475909782777e-06
95,2.22131164015354e-05
96,1.36824777487528e-07
97,1.53508635475658e-05
98,0.0501728775391682
99,0.00421990926135788
100,6.32626263614313e-05
101,0.000204196863622697
102,0.0717746966670398
103,0.00684556937745419
104,0.00040752326943862
105,1.40056775309604e-05
106,9.25821239750292e-06
107,0.00894990365103162
108,0.00206797853898554
109,0.000806537023136063
110,0.000499005725689612
111,0.000627859994843432
112,1.62752438896505e-06
113,1.25719759364916e-06
114,1.00310786686965e-06
115,4.52420015378599e-05
116,7.15234116261439e-06
117,1.32252886045043e-07
118,5.53406987578395e-07
119,0.000146999621495112
120,3.58641864408885e-06
121,0.000223475903391824
122,0.000124281872937228
123,3.84470704582037e-07
124,2.33394683300319e-06
125,2.84484955976786e-05
126,1.30706984407467e-07
127,2.85857323684108e-07
128,7.21531622521223e-08
129,2.89784756168721e-07
130,6.7710475877159e-06
131,8.43769314357799e-06
132,1.22958753126713e-06
133,2.63697394106748e-06
134,5.5825473992323e-06
135,6.3060672205675e-05
136,1.88911352425134e-05
137,1.11117339683425e-06
138,2.6651438724997e-07
139,0.000183926847916663
140,2.78778351617768e-06
141,5.39001922250338e-05
142,7.34499012128535e-06
143,1.79346458213821e-06
144,5.06419209967954e-07
145,7.35655872524123e-06
146,7.14468666220782e-05
147,1.2368763365291e-06
148,1.16344216983047e-06
149,8.35512688654101e-06
150,2.51025549538379e-06
151,2.72813351956154e-05
152,1.27560513544529e-05
153,1.73534463769716e-05
154,4.8495004541555e-08
155,1.11024666408336e-06
156,5.82870199534474e-05
157,5.52301023881024e-06
158,3.14120682961429e-06
159,1.34344308506429e-05
160,3.31967392072725e-06
161,1.0725585983525e-05
162,5.47929949975401e-05
163,5.66702616595471e-06
164,0.000149058457302893
165,2.09336945412241e-07
166,1.68489616798824e-05
167,1.57631036121857e-05
168,6.91591185117158e-07
169,2.17609402697112e-06
170,8.97812758712209e-06
171,8.61777965006547e-06
172,1.5692347278168e-05
173,2.49826013637248e-05
174,3.26365427374117e-05
175,2.84453710078035e-05
176,2.49236541665839e-05
177,2.19561595457325e-05
178,0.00369408865202576
179,0.000122961415847846
180,1.48176066673723e-06
181,3.59035338565694e-05
182,2.18120936686109e-07
183,0.000132693389920104
184,3.33690523035721e-05
185,3.11001684433825e-05
186,2.84915704880122e-06
187,5.20712840551716e-05
188,6.45471577193296e-06
189,2.16708066790792e-06
190,4.56157600690675e-05
191,1.25693654852569e-08
192,4.64169964257653e-07
193,7.96860161190591e-09
194,4.57621105509754e-07
195,6.43458694548769e-05
196,0.000104685071025977
197,1.98404287564149e-05
198,2.57198210892199e-05
199,3.89417137790178e-07
200,0.000139544563154911
201,1.54872134501915e-06
202,2.53973913480196e-06
203,4.62684579286265e-06
204,2.34315372872829e-06
205,1.85420830879714e-06
206,3.21243359135272e-05
207,1.7404143386713e-06
208,2.39397174095079e-08
209,7.61935526159402e-10
210,1.11869538594176e-05
211,6.43001012814953e-09
212,2.96541094848119e-07
213,4.79726066659648e-06
214,4.40599290298087e-07
215,7.09603065192028e-07
216,9.99664797868756e-07
217,2.31273745371084e-06
218,2.48050521341617e-06
219,2.09564841519632e-07
220,4.21438368811377e-06
221,4.23777870835883e-06
222,3.08643960424627e-05
223,1.01967820670951e-05
224,9.70259194646777e-06
225,7.20111599636108e-07
226,5.85189526213586e-06
227,4.19459987610299e-06
228,2.82970954302187e-05
229,2.28082211381172e-08
230,8.36926592415751e-07
231,3.66332908815562e-12
232,1.71679229261217e-09
233,2.25330614171274e-05
234,1.8754904312344e-05
235,2.86615509908706e-05
236,6.80221039279101e-06
237,2.34796491456449e-05
238,2.19437901447498e-10
239,1.8112933048813e-06
240,3.08390309080469e-07
241,1.94970092695131e-05
242,3.04582617978393e-06
243,1.67308179078011e-06
244,3.67825861749287e-06
245,7.84244410505589e-05
246,9.96950029251414e-07
247,1.66748607313088e-06
248,2.43036924295211e-07
249,3.01980599108237e-06
250,1.15552367128064e-06
251,6.25355016223859e-07
252,2.41291514647678e-06
253,4.62566650589184e-05
254,1.86277053978484e-07
255,2.42847829182376e-08
256,1.10749868179381e-06
257,2.43550087633353e-05
258,5.68795292083878e-08
259,1.41831534851592e-05
260,5.10663330981662e-06
261,0.000472069086846198
262,2.15403223990011e-05
263,4.09696477509204e-05
264,1.17339348001801e-06
265,0.00018790839281396
266,7.60958573492359e-05
267,4.05564719164011e-05
268,3.27182959543481e-08
269,1.48285995809737e-07
270,5.6353881366416e-08
271,3.93577361964829e-07
272,9.81954220636163e-07
273,5.22915485613716e-05
274,4.87980653788369e-05
275,7.05895694520002e-05
276,7.67596612784001e-06
277,1.23735863623171e-05
278,9.44552670812724e-06
279,1.31338578066764e-05
280,8.2796801344131e-08
281,7.24562364693145e-06
282,2.28577823965766e-07
283,1.67068775249392e-08
284,1.76788766968544e-06
285,0.00184801864248146
286,0.00012262703876904
287,0.000111344503997707
288,0.0010041722406693
289,3.87459456493167e-05
290,0.000143013486239748
291,1.85319775750677e-05
292,1.90848505767147e-05
293,3.28224583622987e-05
294,3.06654021993124e-06
295,2.78662313443355e-06
296,1.69116881802781e-06
297,1.16710078266448e-05
298,5.70491896180727e-08
299,1.05214269140331e-09
300,8.20833669082384e-07
301,1.6409888783888e-07
302,2.05952804650517e-06
303,2.64962317516668e-05
304,6.75367647462793e-07
305,2.66096190794642e-07
306,2.66772314806035e-06
307,2.40579705566337e-06
308,2.9558772210852e-06
309,1.96731627901272e-05
310,2.87741875128957e-06
311,2.62058253454731e-06
312,7.84848237576752e-06
313,1.10523537560731e-06
314,1.10523537560731e-06
315,6.27808854534832e-06
316,3.43778644055982e-07
317,4.16698226240744e-07
318,2.73993873085947e-08
319,2.95452153024891e-08
320,5.01194654157274e-07
321,3.51674381269704e-06
322,0.000535577372641439
323,5.41666634109657e-06
324,0.000286431060831586
325,3.64783103418051e-06
326,0.00192860004071167
327,3.33294941105714e-05
328,4.32676668792529e-07
329,4.42740475738088e-07
330,2.49361094003963e-06
331,0.000622476033496711
332,1.40930752163457e-06
333,8.28428112493803e-06
334,5.83430740215334e-06
335,8.47333860620224e-09
336,2.27078572702974e-05
337,8.99716941500882e-08
338,1.74829466051286e-08
339,2.4498918964366e-08
340,4.19770860579296e-05
341,5.29759813082995e-07
342,3.56129847177466e-06
343,7.54677872896303e-09
344,2.23418258729483e-05
345,1.34212335155584e-05
346,8.84303693322849e-07
347,2.29956188281109e-08
348,7.11690449473949e-06
349,1.34365978639471e-06
350,5.37503404024926e-05
351,1.09863333657447e-07
352,2.91417377693209e-06
353,2.0130236397239e-07
354,8.2016181435456e-11
355,2.70390744704272e-06
356,4.50503646532082e-08
357,6.14263476496847e-09
358,7.90120540939085e-07
359,5.04203441457116e-07
360,1.8071394601085e-06
361,8.44440310561379e-07
362,2.00413862591963e-06
363,1.43401819201381e-07
364,7.69972822868929e-08
365,1.29494877977677e-06
366,7.89552860970787e-07
367,3.53499918100218e-06
368,1.85282530846058e-07
369,9.97348298269719e-07
370,7.50852052134223e-07
371,1.06366267047111e-07
372,6.19774757056166e-07
373,1.40607311941313e-06
374,1.17032068650149e-06
375,1.5158413146671e-06
376,1.3602907538264e-06
377,2.0221387140108e-06
378,2.19123047651778e-07
379,5.11834293756017e-07
380,6.40369233316611e-07
381,7.10824956667127e-08
382,8.28124286939054e-08
383,7.50171132411067e-07
384,1.98258910913447e-06
385,1.31059257183361e-05
386,2.0076766528757e-07
387,7.88748752382137e-06
388,2.86913736802033e-07
389,3.00352440942447e-06
390,1.88416255742764e-06
391,1.86125660794038e-05
392,1.82021241487539e-07
393,2.8421387027084e-05
394,3.38865779020058e-08
395,5.36906386084174e-10
396,1.268252304795e-07
397,4.56490423238695e-09
398,2.28365631188832e-07
399,2.3722517915831e-09
400,1.09815385217843e-06
401,4.45098591502828e-08
402,2.3019987709573e-07
403,1.60380171103686e-07
404,4.72510406531998e-08
405,1.02697670851178e-06
406,1.59289385240908e-06
407,1.21274790029115e-06
408,0.000217048667372617
409,7.70149236102282e-05
410,6.60973273097769e-07
411,1.2326303090375e-06
412,4.46949150342737e-07
413,8.77066166895753e-07
414,4.54619537172482e-07
415,7.60039470403285e-07
416,2.73000877348265e-07
417,6.56360999752494e-07
418,1.13749130980334e-07
419,5.36006427154713e-07
420,2.33112084633356e-08
421,4.91025083302456e-07
422,9.62906468640848e-06
423,2.9252325931992e-07
424,1.262347139043e-06
425,5.18451208670584e-06
426,8.99779641468067e-06
427,4.20139929131863e-05
428,1.92401748095101e-05
429,0.000171674549576949
430,5.03355241494121e-05
431,0.000966615747916417
432,0.00027982090084231
433,7.03241480238296e-05
434,0.000188537039197123
435,1.79313659343327e-05
436,4.49599199539181e-05
437,1.08128414300868e-05
438,1.10711578917452e-06
439,1.46010081203638e-06
440,1.28787913541883e-06
441,3.73405149020321e-05
442,2.83619179027466e-06
443,1.1883824925021e-05
444,0.000435074161909532
445,4.94833689727667e-05
446,0.000596450784063135
447,1.07528215908389e-05
448,1.53818571669168e-05
449,1.06751366930307e-06
450,5.73857556359137e-05
451,4.24875046704512e-06
452,5.70414015947454e-07
453,8.60487818599628e-10
454,9.02980954943392e-05
455,3.11805266250171e-05
456,2.76853556270538e-05
457,7.73661613244295e-05
458,5.3748971802774e-05
459,6.33847080116175e-06
460,0.000104845051708184
461,1.53447706447188e-07
462,4.150492010021e-05
463,1.3292538405931e-06
464,4.72729168874885e-05
465,0.000173439032621211
466,0.000134189814887328
467,5.45669449437774e-05
468,8.20804189059676e-05
469,2.97223003728674e-05
470,0.00109240958848769
471,0.00306028004182901
472,0.000113904823724617
473,1.40617959047885e-06
474,2.2477455915909e-08
475,1.22428145979518e-06
476,0.000159124199029242
477,4.39077691148735e-05
478,0.000253059073532809
479,1.95249240431185e-05
480,4.84305712471848e-05
481,1.76837495849516e-08
482,0.00016492156479039
483,0.000653208881778665
484,0.00246183617344171
485,0.00113401651758236
486,0.00120112222905267
487,0.00136382319447723
488,0.000231925457019079
489,8.66558219517987e-06
490,0.00539155773658291
491,0.000209923452215281
492,0.000222456481494012
493,0.00069106204494072
494,4.04572332132827e-05
495,1.93262719697827e-07
496,0.000717592955399207
497,6.33493629314221e-06
498,0.000750068527776623
499,0.000146222416698294
500,8.87751887629203e-05
501,0.0332934488960169
502,5.80535706469828e-05
503,2.98535630326515e-06
504,0.0185244367164091
505,0.000774718498094797
506,2.84847183930756e-07
507,2.18685788350702e-05
508,0.000223801794831072
509,6.32434175701236e-07
510,1.68728297412781e-05
511,0.000612376680629021
512,0.000200949041017473
513,1.27146960785514e-06
514,0.0017481138609676
515,0.000731174373097496
516,4.09912908515169e-07
517,1.64779451576764e-06
518,2.05321151598473e-05
519,3.90311341189084e-05
520,0.00147532853024284
521,0.0191266604661175
522,0.00556077853881221
523,0.00109449047204023
524,2.32022271141142e-05
525,0.000622046570194151
526,0.000754707687980424
527,2.6148548825521e-05
528,3.26921020291244e-05
529,4.10074298204544e-05
530,0.00219071036592603
531,4.62601446331009e-05
532,0.00114011292959947
533,0.00326157984653553
534,0.00668414417392928
535,1.12558279026166e-05
536,6.80115769520611e-05
537,3.35333216673896e-05
538,0.000324133332787923
539,0.000384009456021813
540,8.62327767240293e-06
541,4.98010921598237e-05
542,0.000415857327654858
543,3.16012368661184e-05
544,3.52890282029592e-05
545,7.28948178030148e-05
546,2.3865693330003e-05
547,4.67351882129515e-07
548,2.05583635732763e-06
549,2.05583635732763e-06
550,3.86865601402972e-06
551,3.55128460869809e-05
552,1.83513034078599e-05
553,3.55128460869588e-05
554,1.3076887677664e-05
555,4.89816283337232e-05
556,0.000779551780945818
557,0.00157898094934576
558,0.000195577561926595
559,1.08093465552641e-05
560,9.35911647410041e-07
561,0.000136474455113114
562,0.000176931529859339
563,0.00102613242776209
564,0.000663522722833293
565,0.000136989792415127
566,0.00385946028704686
567,0.0005413912160918
568,3.0265177234812e-06
569,0.000217142002670794
570,0.00488084829676126
571,0.000234086144722019
572,0.000540913445491373
573,0.00908062558281326
574,0.000173659969602283
575,0.00029562656410417
576,0.0222372840979378
577,1.61217166658758e-06
578,2.22103661247935e-07
579,0.00010744993667884
580,1.20818877351432e-06
581,0.00058474657945342
582,1.65353971208866e-05
583,6.60734566859325e-05
584,0.000799557755786286
585,6.9514492885694e-06
586,0.00140752978255681
587,0.00143550360134227
588,1.2535427971443e-06
589,4.21426074555163e-08
590,2.30770604454131e-07
591,2.27508855322051e-08
592,7.74343773068186e-08
593,1.80723996790618e-06
594,1.81817719662605e-06
595,1.76137280503423e-08
596,6.54234141109594e-09
597,1.02313578204573e-09
598,2.41394988504447e-09
599,2.37202494637153e-10
600,1.6015707234565e-08
601,2.33687659879803e-09
602,7.22393718146904e-10
603,2.15211750717159e-10
604,2.50353561821371e-11
605,1.42786702784661e-08
606,9.25329848414027e-09
607,1.73471339868812e-08
608,5.03728987666181e-09
609,3.81894495317862e-11
610,1.15584568641403e-08
611,1.51207280860947e-10
612,3.27766783832834e-08
613,1.54586436345367e-09
614,4.65050683368659e-08
615,1.67149360552071e-08
616,1.34281382696456e-08
617,3.34128992360707e-09
618,6.01897856934036e-08
619,1.42413216336436e-08
620,2.16293085251347e-08
621,6.27542396177231e-08
622,1.13324872036145e-07
623,1.63535357834086e-07
624,2.12438243197823e-09
625,1.96490316694322e-11
626,1.59355019468688e-08
627,4.69319411821762e-09
628,1.12377519540304e-08
629,3.15075054834298e-11
630,1.23101142139299e-07
631,2.80153967307886e-08
632,1.64028703156874e-08
633,4.67027835714173e-08
634,6.98022929237941e-08
635,1.08260583703483e-07
636,2.13556363447562e-09
637,7.33214851903243e-10
638,1.1538420720805e-08
639,5.46590316022721e-11
640,3.35886123833587e-09
641,3.33161756612845e-10
642,4.33153094399051e-10
643,5.56067716990764e-10
644,1.87287951179165e-09
645,1.33785181127362e-09
646,1.88320062994889e-12
647,2.98197319729606e-06
648,3.08559619282785e-08
649,9.69904074880411e-08
650,3.45980682335496e-07
651,0.000162324265582548
652,6.96180721039056e-06
653,0.00175788523550556
654,0.000133749363494979
655,0.00196414724148443
656,9.38091023270037e-05
657,0.000258813580783925
658,0.000185367787095448
659,4.01614240102206e-06
660,0.00035954349003809
661,6.47691286645838e-05
662,9.32036531341019e-06
663,3.48962593273721e-05
664,4.11935376967923e-07
665,3.96648659108005e-06
666,2.46995759336587e-05
667,6.29062057527461e-06
668,6.45929617912265e-06
669,8.99750969055496e-07
670,8.99750969055496e-07
671,5.03750177179025e-07
672,6.91313367229872e-06
673,0.00022905799499594
674,1.10033898564157e-06
675,1.13983621363304e-07
676,9.49573293193035e-06
677,9.28152790496856e-09
678,8.23066604626641e-07
679,3.14381630412714e-06
680,0.000118785705419654
681,2.36618882926455e-06
682,7.15093361475711e-05
683,2.36174726558584e-06
684,0.000115190139192447
685,0.000148845840605223
686,0.000475052920753318
687,4.74724501629964e-07
688,3.99250817060321e-08
689,5.08779480424745e-07
690,3.45665804245719e-06
691,4.53939425142525e-06
692,3.34082734763719e-07
693,0.000180606693292446
694,1.2391676162024e-06
695,1.00334853098627e-05
696,9.98662375974915e-06
697,0.000165065310667188
698,9.48986918378266e-09
699,1.46855344535998e-05
700,7.36125488577833e-05
701,7.15126803003145e-06
702,2.5128959173786e-05
703,4.10038024832498e-08
704,2.63859484711472e-06
705,0.000132071216536901
706,0.000100103130748838
707,0.000127613649926704
708,0.000282357312641859
709,1.99970703507221e-05
710,0.000125997589794008
711,1.35297373530374e-05
712,2.99730551423127e-05
713,6.31214781564757e-06
714,5.87937974743663e-07
715,1.52819937540943e-05
716,8.76088618743456e-07
717,1.72922978854449e-06
718,2.20792169242365e-06
719,4.88651171305203e-06
720,4.28364066250964e-05
721,1.61454022941454e-08
722,1.98861034157705e-05
723,2.04694458960267e-06
724,3.79739615991324e-07
725,1.16282222253042e-05
726,3.41965297949704e-07
727,8.39489434000486e-07
728,5.0272825335107e-08
729,3.79701658678006e-06
730,3.0565931886314e-05
731,2.41416949563391e-06
732,9.23397815450399e-06
733,4.40609849980539e-07
734,7.2359948920022e-08
735,1.04313899651026e-06
736,4.45385242381707e-08
737,9.95178067292328e-07
738,8.23867435374615e-09
739,1.00343532510251e-06
740,1.06690085967931e-08
741,5.54158778418177e-07
742,3.67727166854545e-06
743,9.28623707243077e-07
744,9.07023427818135e-06
745,2.20039458344568e-06
746,1.04617573651191e-06
747,4.06597782769459e-07
748,5.87288261885699e-07
749,1.42595202387578e-05
750,1.13874026487244e-06
751,7.17881111047895e-09
752,2.96584026085854e-06
753,7.20256359994378e-08
754,9.90228517078398e-08
755,3.11624572723848e-07
756,5.64604435262507e-07
757,0.00019301993919436
758,2.31267414093123e-07
759,2.41494219715728e-06
760,9.32617706170994e-08
761,2.12241861783002e-06
762,2.38812269379087e-06
763,1.96777840536673e-05
764,3.13448861190333e-05
765,1.18767731278924e-05
766,1.61070346696484e-05
767,3.33439507500684e-06
768,2.60719961728432e-06
769,1.29893485196799e-05
770,5.63637344031218e-06
771,3.22602669007885e-06
772,3.87489094564996e-06
773,9.51892054194354e-07
774,1.07305459154087e-05
775,5.89466370388051e-06
776,4.7729290348787e-06
777,3.85917342104287e-06
778,2.13108962919499e-07
779,1.18733002593701e-06
780,8.46455417087855e-08
781,8.43309913685214e-08
782,1.72863420482318e-07
783,3.54654942359619e-08
784,1.45461099795024e-07
785,3.71976820576972e-07
786,3.5990260766646e-06
787,5.65385073716574e-09
788,7.90121813665361e-06
789,6.91074143226299e-06
790,9.24261154502262e-07
791,3.63215735471337e-07
792,1.69579144427593e-08
793,8.15311237412102e-08
794,4.80041626358968e-10
795,4.25315039273876e-08
796,1.37146673923048e-06
797,2.64250631904562e-07
798,4.12289261406258e-07
799,1.33615154373431e-07
800,3.37258805832835e-09
801,1.04402383088418e-07
802,1.41460778905166e-06
803,3.25407531112624e-07
804,3.27250282243398e-07
805,7.24769008163681e-08
806,1.45812336493818e-08
807,1.0414298829997e-07
808,1.38508678415322e-06
809,2.55994840179673e-07
810,3.23742929398104e-07
811,1.09513418062373e-09
812,4.20587739845833e-08
813,2.55770050911267e-09
814,3.0330738996128e-06
815,8.28434873810943e-06
816,1.11509077206159e-06
817,3.94688773178308e-07
818,1.68325212670256e-05
819,2.18917391501655e-06
820,1.92694887589448e-06
821,1.35355055221728e-07
822,3.12976564598309e-07
823,7.54014968071374e-08
824,0.5365435357428
825,1.97371052599087e-06
826,3.34804367611666e-07
827,3.05462180950572e-08
828,2.32173394435261e-06
829,0.000229303052043792
830,7.36484454512576e-06
831,0.00198125172260155
832,0.000360794174194676
833,2.26783098079113e-07
834,0.0456191656147732
835,3.43942419156986e-07
836,7.02049162522047e-08
837,1.25799131643702e-06
838,1.65587654996549e-06
839,5.45309508142336e-06
840,1.03635743630378e-06
841,6.34207318847613e-08
842,7.1094165619503e-06
843,1.14492473064884e-07
844,5.00257958639336e-06
845,1.98501431599212e-06
846,3.77602242068166e-09
847,3.05138880370676e-06
848,1.00056084505098e-08
849,0.0903424740354149
850,1.19566711796815e-05
851,2.33342190977254e-07
852,2.5357597908219e-07
853,8.21478491151103e-07
854,8.81637593403536e-07
855,2.35872632337286e-10
856,0.000113142658041861
857,2.57006244184958e-07
858,0.00224506652364192
859,1.76882468860147e-05
860,1.16552217700207e-07
861,2.7593758680502e-05
862,3.55627446468136e-05
863,0.000217064756961356
864,1.18724118173424e-05
865,3.91305742796918e-07
866,0.000709210215899856
867,7.99744942309121e-06
868,1.53368339319121e-09
869,2.51314320888055e-08
870,3.25169121519243e-07
871,7.7590496409722e-06
872,4.22761576078548e-08
873,0.0625940991661715
874,4.99132300391392e-08
875,0.026419691025098
876,4.3309968045786e-06
877,1.76844009763614e-08
878,3.80075232713747e-06
879,3.67694056226603e-07
880,2.5475924141143e-06
881,5.22328846764801e-06
882,0.00211348997501889
883,3.14561514157574e-05
884,5.28735641373711e-08
885,3.02085001184007e-06
886,8.50827798541408e-06
887,2.10031765886388e-06
888,8.30512320468386e-05
889,6.12260939779117e-07
890,7.28460132002274e-05
891,5.95997961944011e-05
892,0.000497040046863291
893,0.0017290472608437
894,8.6510406752211e-07
895,3.05097407347907e-12
896,9.23056510870715e-06
897,0.000115661861732642
898,1.01241764842777e-05
899,0.00012829361325417
900,1.0526807708343e-07
901,3.00231472306571e-06
902,3.59300498071654e-05
903,2.24016491782071e-05
904,2.78907893326094e-07
905,7.70734648964634e-08
906,1.34565083705819e-06
907,4.21535319279146e-08
908,4.40549610054425e-09
909,1.01460726520979e-07
910,1.47916424507972e-06
911,6.93446227934324e-07
912,6.90163453802409e-07
913,6.90163453802409e-07
914,4.76317387546319e-05
915,0.00014923672558995
916,0.000340249783833338
917,1.1948108382012e-06
918,8.15526076393786e-07
919,9.5241004155533e-07
920,1.01707945913837e-06
921,1.0718125598898e-06
922,1.2162071517486e-06
923,5.30761694774161e-07
924,8.28987412751101e-07
925,9.12037616631616e-07
926,1.68142368967363e-05
927,2.775297774973e-06
928,2.18874622169033e-05
929,8.53003352512606e-06
930,9.03094023432304e-05
931,1.89153137237769e-09
932,0.000204435528068176
933,1.00892333192356e-06
934,0.000382319879940811
935,0.00119468288046427
936,0.000157706800441231
937,8.65310708424898e-05
938,3.54810480977086e-06
939,0.000107020332262736
940,1.56782062531062e-07
941,8.85491714567191e-06
942,0.000186753324091892
943,0.000137215835313581
944,8.33100050403798e-05
945,5.90615789436148e-07
946,4.09129381737919e-07
947,8.00797805558636e-08
948,1.09775167863505e-05
949,0.000153706069054863
950,4.8842067622086e-06
951,3.0388827943292e-07
952,4.75758168288035e-05
953,8.03317244329268e-06
954,0.000497866464265287
955,3.55409412697842e-06
956,6.91317600849681e-10
957,1.8280922509815e-08
958,1.14593827996063e-05
959,0.000116792376591577
960,0.000579715775739356
961,7.82038858153322e-05
962,5.02130335628301e-05
963,0.000595477204568579
964,5.34373209827187e-05
965,2.61052657926505e-06
966,2.50051932406629e-05
967,6.50709319604659e-08
968,2.32959233755243e-06
969,1.49866724864607e-05
970,0.000173134440816268
971,9.4441927643873e-07
972,1.14992121220642e-05
973,0.000145484484123323
974,6.31456360923187e-05
975,3.46277677862504e-06
976,1.57396763066421e-06
977,1.70165950367361e-05
978,5.92939080372408e-09
979,5.84074919138597e-06
980,4.49097989573617e-05
981,6.05903969212756e-07
982,1.37563229936112e-05
983,2.92366123000353e-07
984,0.00215054363781054
985,1.69422093041636e-05
